Gene,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3
Pden_3890,16.63792322,16.59327753,16.90602676,16.46154475,16.36129789,16.53285527
Pden_3891,20.19113872,20.04891795,20.2975732,20.02589585,19.97285089,20.00449794
pdhA,15.65581716,15.31960061,15.74206613,14.85502306,14.78726745,14.67783855
Pden_3893,15.01849546,15.13089621,15.14722103,15.11177475,14.85776026,14.86585673
Pden_3894,19.03640715,18.94035861,19.03772617,19.05457703,19.03098452,19.09205966
Pden_3896,14.46667538,14.46376427,14.76332813,14.66146625,15.1714914,14.53106556
Pden_3897,16.93770765,16.88965236,17.01434549,16.54519158,16.63231199,16.6044159
Pden_3899,14.56842224,14.61159547,14.60370722,14.5292533,14.51539426,14.7449057
Pden_3900,18.75065092,18.76382479,18.74145609,18.91855005,18.85571157,18.86554758
Pden_3901,20.55023031,20.63378225,20.51444062,20.57583075,20.52158592,20.69922469
Pden_3903,13.37380524,13.42414173,13.16351149,13.1186715,13.5491342,13.20586388
fabZ,18.76050455,18.47153484,18.68026218,18.34579249,18.72711244,18.05124909
lpxA,21.07481125,21.10414467,21.00061681,20.90004683,21.03966005,20.92666482
Pden_3908,20.11915716,20.17595963,20.10747424,20.10261478,19.97216438,20.19019867
Pden_3909,17.00974265,17.18003526,16.99287775,17.0291403,17.06256413,17.10547396
Pden_3910,18.1149886,18.16174129,18.44888309,18.25435241,18.28746374,18.693995
Pden_3913,18.55428704,18.62743207,18.42810183,18.45161726,18.50396729,18.52392037
Pden_3914,18.13620228,18.12509531,18.33518506,18.17735066,17.99139292,17.95227858
Pden_3915,17.26330298,16.80027167,16.91570735,17.00631445,16.92372783,16.88089027
Pden_3916,18.70421773,18.8065348,18.74978104,18.79386828,18.88951613,18.87802785
bhcD,22.15965054,22.13323944,22.17844126,22.20474617,22.19528494,22.07155834
bhcC,22.18387653,22.11414,22.26132292,22.31655992,22.3118006,22.08798742
bhcB,21.64548061,21.65421626,21.65464445,21.66456646,21.67641531,21.61519275
bhcA,19.10703225,19.01702758,19.16413979,19.04745451,19.25188478,19.10200467
bhcR,13.99259556,14.15293473,13.84984303,14.30921385,14.17805543,14.1710277
purM,22.99375314,23.04874427,23.01801221,23.0205148,23.06277322,23.15559244
purN,20.34439334,20.29225938,20.25749796,20.25682917,20.09601459,20.22862012
Pden_3930,20.68901981,20.89019017,20.78960947,20.63308146,20.56449229,20.67454371
Pden_3931,21.49134206,21.59495066,21.57566949,21.3454212,21.31679668,21.15328779
Pden_3932,24.96657215,24.98135456,24.92939239,24.74529834,24.68037334,24.7744302
Pden_3934,21.38850623,21.21508634,21.45127101,21.22066529,21.2863904,21.15616839
gmk,20.90184705,20.9945433,20.94101106,21.07133905,21.01115287,21.14298308
Pden_3937,20.87512912,20.87994017,20.82613841,21.05910345,20.85330059,21.01290921
Pden_3938,16.35669435,16.31149506,16.47662067,16.33185644,16.41266547,15.9141623
purF,19.38713958,19.20882334,19.45700887,19.12872013,19.39930673,19.32052313
Pden_3940,20.41625301,20.29577879,20.41498661,20.40231201,20.31595623,20.47573363
Pden_3943,16.15899051,16.09596242,16.42658744,16.44223955,16.89029234,15.95093018
Pden_3944,20.89205363,20.92608846,20.95114445,20.79166433,20.95078347,20.74567673
Pden_3945,13.58557365,13.29952478,13.68717735,13.73427626,13.53166994,13.28964444
Pden_3946,21.62107814,21.36473607,21.39982477,21.3452145,21.37900905,21.48136909
Pden_3947,16.37894823,16.42469696,16.56554547,16.72905573,16.62770531,16.56839584
Pden_3950,21.01445845,21.08491601,20.96743141,20.79560301,20.65128259,21.06945814
Pden_3952,20.67684306,20.66686106,20.62383183,20.65601049,20.70004233,20.72386943
trpS,22.40311385,22.41508099,22.32857321,22.28261072,22.33471421,22.37210488
Pden_3954,17.11049776,17.30580453,17.12449056,17.04978523,17.16013332,17.24579751
Pden_3957,22.35129674,22.29147576,22.28340576,22.32499591,22.33354972,22.41752175
rsmI,18.65370723,18.61890114,18.69138585,18.65481678,18.62240997,18.72839104
gshB,20.86464773,20.97016691,20.87891973,20.98395831,20.96713058,21.21691777
coaBC,11.60971408,11.69444072,11.2851056,12.00224099,NA,11.26691154
Pden_3963,21.5983371,21.64850019,21.55677356,21.55198212,21.55088876,21.65497694
Pden_3964,23.90878776,24.00812525,23.92752265,23.72186141,23.89602362,23.91573811
Pden_3965,18.15277208,18.14773729,18.06017107,17.78661823,17.71856563,17.59254314
Pden_3966,23.66663737,23.72907145,23.6686036,23.49983552,23.65615168,23.62722064
Pden_3967,23.56254945,23.53150279,23.4836398,23.29690874,23.41787924,23.40031155
Pden_3968,14.56126997,14.26504324,14.20573129,14.732777,14.32831779,14.23647758
Pden_3969,13.43793721,12.90891974,12.76948291,13.36309246,12.90799896,13.11295972
Pden_3970,21.87326645,21.84695979,21.79167019,21.69910503,21.67149003,21.74261331
purL,23.53711966,23.56081471,23.50559747,23.42112421,23.51289529,23.4598957
Pden_3972,16.87602343,16.65960447,16.90576421,16.38006282,16.79742747,15.97399755
murI,21.20815812,21.12241731,21.16107241,21.34288712,21.17897339,21.25785207
ccmE,21.00487978,21.10382089,21.14698012,21.3126016,21.25308502,21.18514401
Pden_3978,17.82364445,17.9565984,17.99749096,18.14930648,18.11237745,18.15357171
Pden_3979,20.26243591,20.13065342,20.11103712,20.1873847,20.17581822,20.22928747
Pden_3980,20.123981,20.14419379,20.07048957,19.9667981,19.89391321,19.99873231
Pden_3981,16.34949604,16.31416654,16.32231245,16.2004699,16.39337703,15.90261471
Pden_3983,19.53888288,19.15090274,19.04944946,19.13691098,19.33818719,19.37716731
Pden_3984,23.73867827,23.80930296,23.80452412,23.93111437,23.88799692,23.97841008
Pden_3988,15.5736304,15.5085696,15.68001618,15.56073728,15.64773985,15.2047087
rlmE,20.58300605,20.59052918,20.51906082,20.52591243,20.58051868,20.69352924
miaA,16.47214671,16.5603245,16.46224916,16.3893149,16.43636279,16.59978268
pyrH,18.2778998,18.50078968,18.71988987,18.03728706,18.2758136,18.10982619
frr,24.34041127,24.37620741,24.33869155,24.33207264,24.3197819,24.40915429
Pden_3995,14.87112125,14.67495769,14.42983777,14.23139846,14.44121895,14.09480022
dxr,18.48885406,18.44960545,18.39490864,18.25611253,18.33073087,18.13460317
Pden_3998,16.13596412,16.1061783,16.09557347,15.74022448,16.05954549,15.97971991
bamA,22.84670122,22.89323663,22.8744643,22.80752225,22.74237319,22.9646356
Pden_4000,16.87693816,16.66157693,16.66795651,16.55867545,16.43877038,16.69430286
Pden_4001,18.10658075,18.0747571,18.17339069,18.06767215,18.02185516,17.32415518
Pden_4002,15.51281566,15.48212286,15.67992406,15.55594396,15.46323063,15.39788284
Pden_4003,21.06009967,21.13546472,21.09114229,21.07794691,21.10959773,21.19754208
Pden_4005,13.56142418,13.45280218,14.04012152,14.01045673,13.98036416,14.01431933
Pden_4014,14.7011372,14.71680667,14.71631659,14.51638646,14.63195917,14.72469294
Pden_4015,17.07077622,17.01252733,17.07876048,17.31860449,17.22693945,17.45425145
Pden_4017,13.29605982,13.00583113,13.56946068,13.51941849,13.1236887,13.18414023
Pden_4022,19.87090603,19.91263415,19.91050573,20.05538254,19.91300643,20.03735145
gph,21.13751905,21.02946641,21.14663299,21.30857868,21.29458038,21.2823039
Pden_4024,20.20850147,20.14909763,20.23350894,20.28382669,20.21648874,20.3666502
bipA,24.85571406,24.92725622,24.88112102,24.72135867,24.79224316,24.82403605
Pden_4026,20.0266198,20.04420091,20.06429838,20.06093136,20.10675215,20.21048393
Pden_4027,20.18584275,19.83733855,19.8729911,20.2420288,20.13966974,20.20112553
purD,23.18996996,23.1968106,23.11337742,23.18412096,23.16470327,23.19875533
leuA,22.10957813,22.1103734,22.11470238,22.26509961,22.23067165,22.32901473
Pden_4031,15.80783169,15.68560534,15.64158955,15.74865096,15.73791613,15.68941514
mreB,18.64221972,18.62067655,18.73847385,18.34011971,18.55451305,18.32315257
Pden_4033,18.87481015,18.72628786,18.83000628,18.83463626,18.94607986,18.89908352
Pden_4037,19.96732917,19.99797559,19.95074864,19.95139988,19.90916748,19.94229785
Pden_4038,16.89770575,17.11684684,16.90089856,17.78546085,17.719405,17.82942071
Pden_4039,17.54073136,17.65925948,17.51100986,17.26655273,17.19639702,17.37135431
Pden_4041,21.61590803,21.63722339,21.62708918,21.65530094,21.65365139,21.85541426
Pden_4042,14.04741306,14.55117036,14.26710954,14.12830849,14.52763715,14.68551545
Pden_4043,19.92677172,19.94592003,19.87728228,19.73534933,19.85143345,19.91421869
Pden_4047,18.15677905,18.24570443,18.19643429,17.84684294,18.0430639,18.0851472
Pden_4048,18.90188506,18.81180953,18.85218026,18.81959826,18.79855502,18.9026691
Pden_4049,18.65757161,18.78326885,18.79782709,18.727699,18.68781221,18.84137631
glcB,24.16830777,24.15318054,24.22975844,24.11768812,24.03914367,24.02431468
Pden_4052,21.69822501,21.6974317,21.80747919,21.73153188,21.95413546,21.94019544
Pden_4053,23.16117595,23.15432376,23.10115779,23.13976207,23.13764279,23.17048893
proB,20.76262953,20.74077313,20.76684227,20.71638985,20.63335776,20.81435648
obg,23.38442705,23.27560611,23.26454784,23.35657652,23.26224636,23.2901317
selO,19.74036092,19.79620141,19.81657088,20.07682861,20.09042916,20.04369371
Pden_4059,16.46261188,16.44765865,16.21269252,16.47018415,16.54943458,16.47484251
eno,22.30362078,22.05875482,22.21790205,21.68651493,21.9586745,21.91382785
Pden_4061,18.4967232,18.53054273,18.50944581,18.49075192,18.60366596,18.28175312
Pden_4062,18.92180059,18.9090642,19.01879274,18.81288731,18.96474711,19.04428626
cysS,22.34226972,22.30924982,22.28236334,22.31101424,22.2937395,22.37370542
Pden_4064,16.00851935,16.09007419,15.98946598,16.31346329,16.18317028,16.35419281
Pden_4065,19.85664564,19.40112245,19.59542385,20.53780893,19.94195398,20.65341667
Pden_4066,20.19950349,20.26772704,20.25260293,20.25506992,20.25020418,20.1757304
Pden_4069,17.35256785,17.40484229,17.39711557,17.4239832,17.37416761,17.3070615
Pden_4071,21.33506044,21.3884834,21.35027946,21.54335907,21.60730025,21.54745258
rpoD,21.14186585,20.90193303,21.18452847,20.83197754,20.94397698,20.46035391
dnaG,14.29874432,14.30661995,14.41530372,14.39037305,14.52863357,13.9470566
Pden_4074,14.98545844,15.13985822,14.89152633,14.78803422,14.68290231,14.5694184
Pden_4075,16.88366643,16.67377425,16.98096404,16.66252843,16.87348307,16.69765541
rplY,25.65078703,25.65833186,25.63441643,25.42117605,25.4617258,25.48597987
trmFO,20.69056519,20.78998481,20.74389362,20.53590845,20.68336221,20.58759289
Pden_4079,17.2367376,17.20874338,17.2025511,17.06512754,17.22646716,17.29262635
hisI,20.25167689,20.28873136,20.32997627,20.41191647,20.32425645,20.45989908
Pden_4081,21.11492017,21.18068382,21.03942731,21.2217916,21.03856751,21.34016666
ligA,20.96046533,21.01066049,20.97894226,21.00458787,21.01063865,21.00115657
Pden_4092,14.15878613,13.91241362,14.49439587,14.10458945,14.06774745,13.86258643
mnmA,20.509061,20.54993787,20.63605045,20.46719361,20.67559816,20.27421684
Pden_4099,20.9220678,20.851757,20.91808968,20.91216772,20.98722026,20.97997957
Pden_4100,19.0983817,19.06715371,19.11890444,19.20207176,19.18901018,19.28290934
Pden_4101,22.2053716,22.25982705,22.26918929,22.29751015,22.22724555,22.33857159
rpmA,22.08520488,22.22749816,22.29807754,21.96504775,22.21122322,21.99667141
rplU,24.93209132,24.96874146,24.86833609,24.73719842,24.840541,24.72009334
Pden_4104,20.19377943,20.33592243,20.2884137,20.284797,20.31831281,20.33202564
Pden_4109,14.15200076,14.41207878,14.37460118,14.49555779,14.62652827,14.59277341
Pden_4111,14.0082925,14.04801466,13.97243888,13.6548456,13.83625811,13.81067983
Pden_4117,13.82174936,13.83841769,13.87473772,13.89572781,13.57782401,13.709623
Pden_4122,21.38001224,21.34031646,21.37810642,20.90713555,20.948727,21.12631225
hflX,20.28812825,20.30256626,20.31225709,20.41408593,20.22271808,20.29845877
hfq,16.29160818,16.2131202,16.34212301,16.34345982,16.41803193,15.97356427
Pden_4126,18.67424252,18.21009683,18.08223649,18.7693667,18.13129639,18.25305843
Pden_4127,18.75174217,18.75127735,18.92695176,19.30604696,19.18782802,19.16519552
Pden_4128,11.82559499,11.39224259,11.70512907,11.65874682,11.44408915,11.35546107
Pden_4129,17.09760729,17.07876368,17.08596222,17.22095821,17.19736132,16.84775834
Pden_4130,14.81213519,14.73560028,14.67519593,14.75385938,14.81303841,14.44705202
Pden_4131,16.09002159,16.31754809,16.11241724,16.20663607,16.34670447,16.31981585
Pden_4132,19.21107062,19.11325639,19.14827545,19.12241365,19.0463855,19.1300633
Pden_4133,22.21882134,22.14159151,22.17555173,22.29708276,22.22698734,22.33758161
Pden_4134,20.90822275,20.92740645,20.82709187,20.94384166,20.87615676,21.26053146
Pden_4135,19.09017204,19.04802819,19.07436718,19.26738638,19.20327103,19.45388238
Pden_4139,20.35807213,20.34668952,20.43001228,20.48409501,20.37574377,20.48123492
Pden_4140,21.0307325,21.07259291,21.04226659,20.97556976,21.0813917,21.12451974
Pden_4142,18.55350059,18.61929989,18.55037188,18.37831841,18.72406272,18.38209817
tadA,17.07845069,17.11961683,17.12978312,17.1678106,17.0942304,17.20696978
Pden_4144,13.90490962,13.77870977,13.94724985,13.48788853,13.46417682,13.45255917
Pden_4146,17.34539843,17.50914241,17.51617858,17.47860128,17.50278828,17.68511274
Pden_4149,16.9205095,16.86381864,16.73362585,16.65574382,16.64022322,16.45591773
Pden_4150,16.05310715,16.06225219,15.73623089,15.49529952,15.42335934,15.67547309
Pden_4151,18.74164001,18.70574774,18.32726706,17.9435677,17.72024388,18.10918823
Pden_4152,17.90268448,18.13866241,17.69736046,17.20154206,17.10094495,17.28494346
Pden_4153,15.55994034,15.81843131,15.40284585,14.90074738,14.82250693,15.20943529
Pden_4154,17.2894739,17.40601933,17.07829462,16.93272809,16.5930446,16.94599497
Pden_4158,16.18658841,16.25889931,16.28282686,16.03266331,15.94812397,16.2584332
Pden_4159,18.3802708,18.38575471,18.23639157,18.27229266,18.20164425,18.42686316
Pden_4160,15.11852647,14.95536163,15.23744503,14.6665045,14.44349654,14.81594763
Pden_4164,18.37469593,18.40181571,18.42531129,18.47144987,18.45909327,18.44062106
azoR,18.93138105,18.96481171,18.84733524,18.34231694,18.62200604,18.67824513
Pden_4169,20.07786288,20.02161623,20.02330401,20.1548506,20.28027988,20.33785442
Pden_4171,19.14485583,19.08843986,18.97009161,19.39052402,19.3846714,19.50446745
Pden_4172,15.9441013,15.88395461,15.96749619,16.17471954,16.21575288,16.08811462
Pden_4173,18.0437182,18.10711526,18.05952216,18.75182113,18.67233366,19.03533883
Pden_4174,18.44403739,18.49012638,18.48175176,18.49433549,18.45183867,18.50371862
Pden_4175,14.52391613,14.53521459,14.52719401,14.84883106,14.7748534,14.72074982
Pden_4176,12.88608834,12.59255725,12.90500867,13.10581327,12.51554976,12.98857015
Pden_4177,19.84907627,19.92990653,19.90654202,19.67310931,19.23707336,19.41763996
Pden_4178,20.63208484,20.71971297,20.69250225,20.25110376,19.89899739,19.94777409
Pden_4181,20.30288025,20.50670259,20.48321865,19.98760651,19.72751287,19.91476641
queF,20.40212486,20.35258825,20.41025158,20.19761049,20.43071953,20.13029122
queE,14.66489431,14.77283361,14.64399258,14.84317455,14.80976328,14.664447
Pden_4184,19.14902681,19.05249117,18.99757636,19.04760696,19.24685779,19.22808673
queC,16.59284377,16.89816182,16.81179007,16.46320668,16.92774255,16.08084443
ugpC,18.72484538,18.74514518,18.85367823,18.73396482,18.77638256,18.60916717
Pden_4190,22.57161593,22.68180704,22.60268131,22.52841612,22.47839843,22.54957542
Pden_4201,18.28226493,18.57116984,18.50884093,17.75198538,17.89297274,18.24822
Pden_4202,22.42709719,22.38571103,22.40390808,22.53130344,22.58698199,22.7612692
Pden_4203,20.18803257,20.18235239,20.23690456,20.21931406,20.14017131,20.2617457
Pden_4206,15.62146226,15.6619561,15.52909506,16.33938101,16.1471673,16.20842762
ackA,18.70360559,18.65644009,18.63781687,18.95148497,18.78891147,19.0532087
Pden_4209,17.27792019,17.43150887,17.44107883,16.59041449,16.77591549,16.82815631
Pden_4211,19.16439757,19.17960075,19.17038236,19.1555376,18.83545239,19.29060304
Pden_4212,18.54798337,18.67469256,18.63028862,18.54661614,18.45370619,18.67001033
acsA,22.99932603,23.10147829,23.01630323,22.97135579,22.95707677,23.05061176
Pden_4214,16.21601963,16.37807573,16.44354312,17.08199638,17.20613094,16.80899871
Pden_4215,17.2525064,17.3969144,17.29114994,17.61289221,17.74930165,17.51041316
Pden_4216,13.85332456,13.69776142,13.89963207,14.43698856,14.10089976,13.8873688
Pden_4217,15.05386994,14.89728687,15.39956787,15.07837969,15.24402875,14.72953125
Pden_4218,15.98523132,15.95133765,16.0630747,16.09068951,16.06357018,16.17201424
nosZ,24.33372508,24.32809317,24.507764,24.93943508,24.68930381,24.71944034
Pden_4220,18.23122803,18.57468816,19.0368573,18.65751623,18.71470634,18.53363522
Pden_4223,16.07002362,16.08852507,16.13409591,16.39909758,16.37583035,16.56235775
Pden_4224,20.63858859,20.60871675,20.75986884,21.14032923,20.78086831,20.936833
ubiX,12.19325106,12.81293848,12.50462682,12.60979432,12.76575579,12.91951659
ubiU,19.46932363,19.3774018,19.55043009,19.99711009,19.90467269,19.76137619
ubiV,20.08022275,20.06097711,20.21812899,20.52226027,20.42609956,20.41883334
Pden_4231,13.30980868,13.29319922,13.55279007,14.22033317,13.78816832,13.50272537
Pden_4232,16.41588984,16.5749005,16.52425862,17.12751391,16.79384575,16.79380498
Pden_4234,15.36058601,15.54946905,15.87549371,16.70399869,16.13838219,15.96694698
Pden_4236,12.40829292,12.51426109,12.50484871,12.79198996,12.75623331,12.42617852
Pden_4238,19.96491148,20.01873377,20.11018283,20.13800596,20.1125784,20.11765935
Pden_4240,16.7642917,16.93088893,16.76492392,16.93767193,16.80793021,16.94885023
Pden_4244,19.57246161,19.63354804,19.52915458,19.59914536,19.48319289,19.72263817
Pden_4245,14.4437081,14.34871188,14.50635854,14.07202527,13.78291029,13.74278559
Pden_4247,13.54827772,13.21642751,12.96240295,13.70581149,13.01031113,13.2192726
Pden_4250,19.31820363,19.17874019,19.31873292,19.66749906,19.34399525,19.28691519
Pden_4251,15.72909713,15.87805331,15.93973448,15.9722265,15.9179929,15.7612249
Pden_4253,18.90005829,18.8805276,19.02829051,19.33114553,19.23903556,19.08296155
Pden_4255,20.03278899,19.91190935,20.00607854,20.20275337,19.99405869,20.1778062
Pden_4256,13.18026581,13.03929707,12.79259081,12.55007504,12.82218259,12.4965276
Pden_4257,19.71068605,19.52087623,19.72683164,19.23644783,19.37963588,19.24135389
Pden_4258,19.33192335,19.09627354,19.27195975,18.78475175,19.0785685,18.83595337
Pden_4259,13.79092427,13.6165389,13.65929062,13.44173945,13.84784998,13.48772503
Pden_4260,20.48975678,20.60771232,20.52184727,20.51905703,20.65950629,20.56788937
Pden_4265,18.87795474,18.79647221,18.79456934,18.86150663,18.80892341,18.94172878
Pden_4272,15.32241647,15.32120581,15.36850714,15.01609073,15.34768349,15.34005652
hpa/tpa,21.21885085,21.32461933,21.30196773,21.64383433,21.56607493,21.67392589
Pden_4280,19.60005804,19.62532403,19.575673,19.72055725,19.7153627,19.54981687
Pden_4285,16.93067678,16.78535982,16.76380895,16.86306088,16.90383942,17.11035106
rpmG,19.56860977,19.97748,20.7392966,20.42096714,20.40629798,20.58070631
Pden_4293,15.5227854,15.58467429,15.5930412,15.48341771,15.6472812,15.6011616
Pden_4294,19.89424687,19.88374639,19.87013441,20.02008088,20.10035465,20.09120744
Pden_4295,16.85133667,16.84744993,17.061776,16.99402652,16.87165693,16.63468236
folE2,19.25968212,19.26406766,19.18354528,19.31358867,19.30230698,19.33535284
metZ,21.25404158,21.18809462,21.30967817,21.19428491,21.33806136,21.38037849
yciB,16.80691154,16.79244931,16.80547091,16.95965791,16.85300713,16.86022045
Pden_4300,18.12248026,18.13003895,18.03890061,18.0844619,18.03937144,18.142504
Pden_4301,24.07034064,24.1315047,24.08672164,24.23681956,24.26613014,24.26437653
Pden_4302,15.84593613,15.5688766,15.40120779,15.79268232,15.68980282,15.92435273
rpsD,24.46213166,24.5299239,24.58934007,24.19068584,24.5587278,23.74074448
Pden_4304,19.870332,19.78755074,19.71346863,19.79586218,19.93925456,19.88746056
tpiA,21.8707216,21.83096889,21.97160696,22.00475059,21.86164659,21.86965245
Pden_4306,16.08498371,16.10383836,16.17634747,15.99706798,16.36955591,15.69579525
Pden_4308,24.3407998,24.20828527,24.21551373,24.30549311,24.28892681,24.27192654
Pden_4309,19.14378745,19.18913081,19.17390241,19.19605564,19.28364357,19.19408792
Pden_4312,18.29716212,18.40652795,18.43056765,18.40184303,18.49938092,18.52982647
Pden_4313,11.55031241,11.73812023,11.60415366,12.09789942,12.14712876,12.18662923
Pden_4314,21.31141394,21.44007864,21.35503485,21.26422601,21.38272274,21.26990277
Pden_4315,23.44242037,23.50428411,23.40840882,23.4112849,23.44482179,23.56249439
Pden_4316,14.80748894,14.8065858,14.69593313,14.70175303,14.92956021,14.66090549
Pden_4317,15.97864189,15.85176238,16.21022835,15.85528631,15.35470201,15.84718159
ctaG,18.10433686,18.14068399,18.11059126,17.62962205,17.6173666,17.52822438
Pden_4319,17.10816259,17.206236,17.12505452,16.91255837,17.14371883,17.17606792
Pden_4321,20.83832635,20.78756772,20.72150662,20.38612764,20.56705918,20.77659524
Pden_4322,21.96137365,22.00452699,21.94602191,21.99710746,21.93741416,21.9039973
Pden_4324,18.8150952,18.7110293,18.76404501,18.72102356,18.89866037,18.78859982
Pden_4325,17.29871898,17.47886014,17.44316081,17.39096065,17.34444205,17.13699809
Pden_4326,21.26166749,21.35404887,21.34629455,21.41216185,21.52909266,21.32119838
Pden_4327,19.99642439,20.0439309,20.04905981,19.99711009,20.00966807,20.13229068
Pden_4330,21.91748905,21.68415204,21.3910594,21.84515563,21.65112419,22.21079429
aroC,18.88345557,18.63009667,18.81536982,18.57984897,18.89639829,18.26357323
Pden_4344,16.99401941,16.21992452,16.09061573,16.8107272,16.73521175,17.18391074
Pden_4350,19.63614654,19.72768563,19.61593145,19.73302879,19.79454191,19.94014718
Pden_4354,14.05713055,13.99205462,13.96630862,13.91626612,14.07437615,13.52110562
Pden_4360,14.6483287,14.83951658,14.85902442,14.75724392,14.72175677,14.62461425
Pden_4366,17.0811321,17.06913678,17.17949718,17.11097746,17.01522669,16.94612488
Pden_4373,14.4225636,14.59181246,14.05535073,13.9457069,13.7200179,14.00816055
Pden_4375,18.73749112,18.5651614,18.49429083,18.73048717,18.57668416,18.62908749
nrdI,14.72668162,14.42845512,14.56452819,14.27635714,14.41186005,14.15430299
Pden_4377,20.29027559,19.99364807,20.406893,20.06181217,20.19113249,19.99335219
Pden_4378,22.7073527,22.77506396,22.82646638,22.63905708,22.74737138,22.72834194
Pden_4380,16.55533783,16.5255959,16.49821779,16.76126521,16.64583252,16.53245734
Pden_4382,19.53378069,19.46727435,19.44844995,19.57234062,19.37735086,19.87567592
Pden_4387,25.41284338,25.47945715,25.53354933,25.88790344,25.80424173,25.9141208
Pden_4389,16.98025259,16.74686085,17.15904584,16.99138727,17.29439807,17.13095385
Pden_4390,19.58703344,19.34504553,19.45763587,19.50691431,19.71412098,19.64045038
Pden_4391,21.64060778,21.78602716,21.72045168,21.75778192,22.06370055,21.94194712
Pden_4392,22.83045082,22.90618084,22.79830141,23.05955897,23.12405847,23.14837725
Pden_4393,21.75596184,21.72569351,21.74602064,21.99674563,22.0702952,22.0065153
cysD,17.04689528,16.96071758,17.1495422,16.64557384,17.03086352,16.21147863
cysC,19.29051666,19.13395396,19.43024306,18.81363452,19.21828328,18.20115493
Pden_4397,18.26201379,18.33103629,18.3075283,18.19603882,18.54132982,18.33589958
Pden_4398,19.45528718,19.41832718,19.3761219,19.41611701,19.3711952,19.10177146
Pden_4399,18.63969564,18.62414857,18.58111356,18.61133686,18.67042509,18.41625869
Pden_4400,18.25490658,18.26552493,18.33708477,17.69330286,17.656372,17.8364459
Pden_4401,19.937087,19.9447201,19.89046128,19.741048,19.6519291,19.77615736
Pden_4404,20.29616435,20.24957704,20.18700332,20.12228981,19.89760751,20.12470665
Pden_4411,19.176777,19.17015576,19.15591211,19.27849199,19.29402001,19.38233692
Pden_4412,20.48910261,20.47610837,20.50926566,20.43161725,20.61689764,20.50909067
Pden_4414,23.29982826,23.3239444,23.32163048,23.44120828,23.6355944,23.68272549
Pden_4415,15.20731332,15.18432225,15.17881084,15.17279506,15.34516237,15.28926737
Pden_4416,21.86089447,21.74138983,21.81505709,21.64025856,21.88829601,21.83534695
lepA,22.99495502,23.09035913,23.04081275,23.040903,23.14973886,22.96635787
cobB,17.41561674,17.54576043,17.40985347,17.46838855,17.61817694,17.44958565
Pden_4421,20.33298124,20.45280554,20.48310867,20.53291691,20.60422933,20.50623006
Pden_4422,17.70220222,17.70123095,17.77185307,18.46122435,18.30311366,18.38233821
Pden_4423,22.43170049,22.45520441,22.49398684,22.49193344,22.46801031,22.55780783
Pden_4424,19.09147789,19.14013103,19.07445478,18.9263641,19.02407141,19.08414254
Pden_4425,16.01968227,15.89259361,16.04659423,15.8853935,15.96716078,15.95235365
glgA,18.26175119,18.22126816,18.22180723,18.48749661,18.24682306,18.66804272
glgC,15.81087428,15.75066379,15.94329481,15.8249881,15.4730983,15.50634526
glgB,18.50588073,18.68116567,18.72800575,18.62645261,18.68269981,18.73065522
Pden_4429,20.08009865,20.11775467,20.11046765,20.00236294,20.01268419,20.13243339
Pden_4430,20.23181567,20.1716408,20.17070707,20.14443486,20.14283297,20.20465902
Pden_4431,20.65817521,20.60899056,20.57348229,20.55846151,20.64500107,20.63741612
nadA,21.37263376,21.36727416,21.3830069,21.43720262,21.37115233,21.4384389
Pden_4433,17.81799962,17.87279194,17.84014792,17.71752306,17.84708938,17.7830491
Pden_4434,18.98973367,19.01311558,18.9020941,18.89148563,18.84482927,18.93840235
Pden_4435,18.57641706,18.65244295,18.58828877,18.5179278,18.4656614,18.62645539
Pden_4437,21.74069303,21.81748664,21.72357378,20.20867352,20.32893879,19.68986896
Pden_4438,22.39772134,22.44550129,22.34197654,20.923634,20.70905034,20.86745087
Pden_4439,18.76155742,18.73347199,18.67734285,16.86386913,17.24605479,16.78340202
Pden_4440,13.90104788,13.82168094,14.11525424,12.19795916,11.80605675,12.62253537
Pden_4442,22.7655624,22.96089049,22.84430009,21.24430142,21.27008447,21.33880677
Pden_4443,22.01582013,22.03337554,22.08945921,21.98760386,22.07358125,21.9060439
Pden_4444,23.69811239,23.69422466,23.65072244,23.70776194,23.63767723,23.82979327
Pden_4447,23.38543179,23.39394171,23.32618989,23.81202543,23.56570097,23.84609204
Pden_4456,20.04224844,19.98902704,19.92806347,20.02770018,20.04072497,20.0983556
Pden_4457,17.26566219,17.22274289,17.21574279,17.33784711,17.27431825,17.38061162
Pden_4458,20.12253554,19.99895098,20.13181068,19.94582149,20.17453339,19.67000928
nnrD,15.40476538,15.17231659,15.28052569,15.3381961,15.22230686,15.2533511
Pden_4461,23.34687995,23.06268861,23.22252705,23.58030319,23.67979317,23.52180875
Pden_4462,20.01627882,19.72202608,20.12252075,19.26036609,19.50367968,19.28154585
Pden_4463,22.86559956,22.70034312,22.82288607,22.30049831,22.69352578,22.27438447
Pden_4465,24.35478188,24.39306625,24.41590625,24.37819795,24.29236833,24.44406789
Pden_4466,15.82321817,16.0801857,16.21508893,16.0059658,15.9453428,15.60771332
pyrC,20.41605637,20.35356904,20.2644256,20.32863572,20.37999681,20.5127133
pyrE,17.6366768,16.9579687,17.64122047,17.19687603,17.7254341,16.56376382
